Data,Turma,Motivo
23/11/2006,Designer 3,falta de vale transporte
23/11/2006,Jogos digitais 3,falta de vale transporte
23/11/2006,Segurança da informação 1,motivo de estudo
23/11/2006,Logistica 3,outros motivos
23/11/2006,Jogos digitais 4,mudança de município
23/11/2006,Logistica 3,dificuldades financeiras
23/11/2006,Segurança da informação 3,dificuldades financeiras
23/11/2006,Gestão da Tecnologia da informação 3,motivo de estudo
23/11/2006,Gestão comercial 3,distância/meio de transporte
23/11/2006,Jogos digitais 5,outros motivos
23/11/2006,Segurança da informação 2,incompatibilidade de horário
23/11/2006,Análise e desenvolvimento de sistemas 2,não se adaptou a metodologia
24/11/2006,Análise e desenvolvimento de sistemas 3,falta de vale transporte
24/11/2006,Jogos digitais 2,falta de vale transporte
24/11/2006,Gestão comercial 4,motivo de estudo
24/11/2006,Gestão comercial 4,outros motivos
24/11/2006,Jogos digitais 1,mudança de município
24/11/2006,Designer 4,dificuldades financeiras
24/11/2006,Designer 4,dificuldades financeiras
24/11/2006,Análise e desenvolvimento de sistemas 4,motivo de estudo
24/11/2006,Gestão comercial 4,distância/meio de transporte
24/11/2006,Segurança da informação 2,outros motivos
24/11/2006,Logistica 2,incompatibilidade de horário
24/11/2006,Segurança da informação 3,não se adaptou a metodologia
25/11/2006,Designer 1,falta de vale transporte
25/11/2006,Análise e desenvolvimento de sistemas 4,falta de vale transporte
25/11/2006,Logistica 4,motivo de estudo
25/11/2006,Designer 1,outros motivos
25/11/2006,Jogos digitais 1,mudança de município
25/11/2006,Jogos digitais 4,dificuldades financeiras
25/11/2006,Análise e desenvolvimento de sistemas 4,dificuldades financeiras
25/11/2006,Designer 2,motivo de estudo
25/11/2006,Gestão comercial 2,distância/meio de transporte
25/11/2006,Jogos digitais 2,outros motivos
25/11/2006,Designer 3,incompatibilidade de horário
25/11/2006,Segurança da informação 3,não se adaptou a metodologia
26/11/2006,Designer 4,falta de vale transporte
26/11/2006,Análise e desenvolvimento de sistemas 1,falta de vale transporte
26/11/2006,Análise e desenvolvimento de sistemas 1,motivo de estudo
26/11/2006,Análise e desenvolvimento de sistemas 1,outros motivos
26/11/2006,Análise e desenvolvimento de sistemas 3,mudança de município
26/11/2006,Segurança da informação 4,dificuldades financeiras
26/11/2006,Designer 1,dificuldades financeiras
26/11/2006,Gestão da Tecnologia da informação 1,motivo de estudo
26/11/2006,Designer 4,distância/meio de transporte
26/11/2006,Segurança da informação 3,outros motivos
26/11/2006,Análise e desenvolvimento de sistemas 3,incompatibilidade de horário
26/11/2006,Designer 3,não se adaptou a metodologia
27/11/2006,Jogos digitais 1,falta de vale transporte
27/11/2006,Gestão comercial 4,falta de vale transporte
27/11/2006,Segurança da informação 3,motivo de estudo
27/11/2006,Designer 3,outros motivos
27/11/2006,Análise e desenvolvimento de sistemas 4,mudança de município
27/11/2006,Análise e desenvolvimento de sistemas 3,dificuldades financeiras
27/11/2006,Jogos digitais 1,dificuldades financeiras
27/11/2006,Segurança da informação 2,motivo de estudo
27/11/2006,Designer 1,distância/meio de transporte
27/11/2006,Segurança da informação 3,outros motivos
27/11/2006,Gestão da Tecnologia da informação 2,incompatibilidade de horário
27/11/2006,Gestão da Tecnologia da informação 3,não se adaptou a metodologia
28/11/2006,Jogos digitais 2,falta de vale transporte
28/11/2006,Gestão da Tecnologia da informação 3,falta de vale transporte
28/11/2006,Análise e desenvolvimento de sistemas 3,motivo de estudo
28/11/2006,Designer 2,outros motivos
28/11/2006,Jogos digitais 3,mudança de município
28/11/2006,Designer 1,dificuldades financeiras
28/11/2006,Segurança da informação 1,dificuldades financeiras
28/11/2006,Gestão comercial 1,motivo de estudo
28/11/2006,Designer 2,distância/meio de transporte
28/11/2006,Segurança da informação 3,outros motivos
28/11/2006,Jogos digitais 3,incompatibilidade de horário
29/11/2006,Jogos digitais 4,falta de vale transporte
29/11/2006,Análise e desenvolvimento de sistemas 2,falta de vale transporte
29/11/2006,Jogos digitais 1,motivo de estudo
29/11/2006,Gestão comercial 2,outros motivos
29/11/2006,Gestão comercial 2,mudança de município
29/11/2006,Designer 3,dificuldades financeiras
29/11/2006,Análise e desenvolvimento de sistemas 4,dificuldades financeiras
29/11/2006,Gestão comercial 4,motivo de estudo
29/11/2006,Análise e desenvolvimento de sistemas 2,distância/meio de transporte
29/11/2006,Gestão da Tecnologia da informação 1,outros motivos
29/11/2006,Logistica 2,incompatibilidade de horário
30/11/2006,Análise e desenvolvimento de sistemas 1,falta de vale transporte
30/11/2006,Designer 2,falta de vale transporte
30/11/2006,Análise e desenvolvimento de sistemas 4,motivo de estudo
30/11/2006,Logistica 4,outros motivos
30/11/2006,Jogos digitais 1,mudança de município
30/11/2006,Jogos digitais 1,dificuldades financeiras
30/11/2006,Segurança da informação 1,dificuldades financeiras
30/11/2006,Segurança da informação 3,motivo de estudo
30/11/2006,Gestão comercial 4,distância/meio de transporte
30/11/2006,Gestão da Tecnologia da informação 2,outros motivos
30/11/2006,Designer 1,incompatibilidade de horário
1/12/2006,Gestão comercial 4,falta de vale transporte
1/12/2006,Análise e desenvolvimento de sistemas 3,falta de vale transporte
1/12/2006,Jogos digitais 4,motivo de estudo
1/12/2006,Logistica 1,outros motivos
1/12/2006,Gestão da Tecnologia da informação 3,mudança de município
1/12/2006,Designer 1,dificuldades financeiras
1/12/2006,Designer 3,dificuldades financeiras
1/12/2006,Jogos digitais 1,motivo de estudo
1/12/2006,Designer 4,distância/meio de transporte
1/12/2006,Jogos digitais 4,outros motivos
1/12/2006,Segurança da informação 2,incompatibilidade de horário
2/12/2006,Segurança da informação 2,falta de vale transporte
2/12/2006,Gestão comercial 2,falta de vale transporte
2/12/2006,Logistica 2,motivo de estudo
2/12/2006,Logistica 4,outros motivos
2/12/2006,Jogos digitais 5,mudança de município
2/12/2006,Jogos digitais 3,dificuldades financeiras
2/12/2006,Segurança da informação 1,dificuldades financeiras
2/12/2006,Logistica 4,motivo de estudo
2/12/2006,Gestão comercial 3,distância/meio de transporte
2/12/2006,Segurança da informação 2,outros motivos
2/12/2006,Gestão da Tecnologia da informação 2,incompatibilidade de horário
3/12/2006,Gestão comercial 4,falta de vale transporte
3/12/2006,Logistica 4,falta de vale transporte
3/12/2006,Gestão da Tecnologia da informação 1,motivo de estudo
3/12/2006,Gestão da Tecnologia da informação 1,outros motivos
3/12/2006,Gestão da Tecnologia da informação 1,mudança de município
3/12/2006,Segurança da informação 4,dificuldades financeiras
3/12/2006,Gestão comercial 1,dificuldades financeiras
3/12/2006,Designer 4,motivo de estudo
3/12/2006,Segurança da informação 3,distância/meio de transporte
3/12/2006,Segurança da informação 3,outros motivos
3/12/2006,Gestão da Tecnologia da informação 3,incompatibilidade de horário
4/12/2006,Segurança da informação 2,falta de vale transporte
4/12/2006,Segurança da informação 4,falta de vale transporte
4/12/2006,Segurança da informação 3,motivo de estudo
4/12/2006,Segurança da informação 1,outros motivos
4/12/2006,Gestão da Tecnologia da informação 2,mudança de município
4/12/2006,Análise e desenvolvimento de sistemas 3,dificuldades financeiras
4/12/2006,Jogos digitais 5,dificuldades financeiras
4/12/2006,Designer 4,motivo de estudo
4/12/2006,Gestão comercial 4,distância/meio de transporte
4/12/2006,Jogos digitais 5,outros motivos
4/12/2006,Gestão da Tecnologia da informação 1,incompatibilidade de horário
5/12/2006,Designer 4,falta de vale transporte
5/12/2006,Jogos digitais 2,falta de vale transporte
5/12/2006,Análise e desenvolvimento de sistemas 4,motivo de estudo
5/12/2006,Gestão da Tecnologia da informação 1,outros motivos
5/12/2006,Jogos digitais 2,mudança de município
5/12/2006,Análise e desenvolvimento de sistemas 3,dificuldades financeiras
5/12/2006,Análise e desenvolvimento de sistemas 2,dificuldades financeiras
5/12/2006,Segurança da informação 3,motivo de estudo
5/12/2006,Gestão da Tecnologia da informação 1,distância/meio de transporte
5/12/2006,Logistica 2,outros motivos
5/12/2006,Designer 3,incompatibilidade de horário
6/12/2006,Logistica 4,falta de vale transporte
6/12/2006,Gestão comercial 4,falta de vale transporte
6/12/2006,Gestão comercial 2,motivo de estudo
6/12/2006,Jogos digitais 2,outros motivos
6/12/2006,Análise e desenvolvimento de sistemas 3,mudança de município
6/12/2006,Jogos digitais 1,dificuldades financeiras
6/12/2006,Segurança da informação 2,dificuldades financeiras
6/12/2006,Gestão comercial 4,motivo de estudo
6/12/2006,Logistica 1,distância/meio de transporte
6/12/2006,Designer 2,outros motivos
6/12/2006,Designer 3,incompatibilidade de horário
7/12/2006,Logistica 4,falta de vale transporte
7/12/2006,Análise e desenvolvimento de sistemas 4,falta de vale transporte
7/12/2006,Análise e desenvolvimento de sistemas 3,motivo de estudo
7/12/2006,Logistica 3,outros motivos
7/12/2006,Designer 2,mudança de município
7/12/2006,Gestão da Tecnologia da informação 3,dificuldades financeiras
7/12/2006,Designer 2,dificuldades financeiras
7/12/2006,Jogos digitais 3,motivo de estudo
7/12/2006,Gestão da Tecnologia da informação 2,distância/meio de transporte
7/12/2006,Segurança da informação 1,outros motivos
8/12/2006,Designer 4,falta de vale transporte
8/12/2006,Gestão da Tecnologia da informação 1,falta de vale transporte
8/12/2006,Logistica 2,motivo de estudo
8/12/2006,Logistica 4,outros motivos
8/12/2006,Análise e desenvolvimento de sistemas 2,mudança de município
8/12/2006,Jogos digitais 2,dificuldades financeiras
8/12/2006,Jogos digitais 5,dificuldades financeiras
8/12/2006,Análise e desenvolvimento de sistemas 1,motivo de estudo
8/12/2006,Análise e desenvolvimento de sistemas 3,distância/meio de transporte
8/12/2006,Logistica 3,outros motivos
9/12/2006,Gestão comercial 2,falta de vale transporte
9/12/2006,Análise e desenvolvimento de sistemas 1,falta de vale transporte
9/12/2006,Análise e desenvolvimento de sistemas 1,motivo de estudo
9/12/2006,Gestão comercial 1,outros motivos
9/12/2006,Gestão comercial 3,mudança de município
9/12/2006,Segurança da informação 3,dificuldades financeiras
9/12/2006,Logistica 2,dificuldades financeiras
9/12/2006,Gestão comercial 2,motivo de estudo
9/12/2006,Análise e desenvolvimento de sistemas 2,distância/meio de transporte
9/12/2006,Logistica 3,outros motivos
10/12/2006,Logistica 2,falta de vale transporte
10/12/2006,Designer 4,falta de vale transporte
10/12/2006,Gestão da Tecnologia da informação 2,motivo de estudo
10/12/2006,Segurança da informação 4,outros motivos
10/12/2006,Designer 1,mudança de município
10/12/2006,Segurança da informação 1,dificuldades financeiras
10/12/2006,Logistica 1,dificuldades financeiras
10/12/2006,Logistica 4,motivo de estudo
10/12/2006,Jogos digitais 4,distância/meio de transporte
10/12/2006,Análise e desenvolvimento de sistemas 4,outros motivos
11/12/2006,Segurança da informação 3,falta de vale transporte
11/12/2006,Segurança da informação 4,falta de vale transporte
11/12/2006,Designer 1,falta de vale transporte
11/12/2006,Logistica 4,motivo de estudo
11/12/2006,Jogos digitais 1,outros motivos
11/12/2006,Análise e desenvolvimento de sistemas 3,mudança de município
11/12/2006,Segurança da informação 4,dificuldades financeiras
11/12/2006,Jogos digitais 1,dificuldades financeiras
11/12/2006,Segurança da informação 2,motivo de estudo
11/12/2006,Gestão da Tecnologia da informação 2,distância/meio de transporte
11/12/2006,Jogos digitais 1,outros motivos
12/12/2006,Logistica 2,falta de vale transporte
12/12/2006,Jogos digitais 1,falta de vale transporte
12/12/2006,Análise e desenvolvimento de sistemas 1,falta de vale transporte
12/12/2006,Gestão comercial 1,motivo de estudo
12/12/2006,Gestão da Tecnologia da informação 2,outros motivos
12/12/2006,Jogos digitais 2,mudança de município
12/12/2006,Gestão da Tecnologia da informação 4,dificuldades financeiras
12/12/2006,Análise e desenvolvimento de sistemas 1,dificuldades financeiras
12/12/2006,Análise e desenvolvimento de sistemas 3,motivo de estudo
12/12/2006,Logistica 3,distância/meio de transporte
12/12/2006,Designer 4,outros motivos
13/12/2006,Gestão comercial 4,falta de vale transporte
13/12/2006,Designer 1,falta de vale transporte
13/12/2006,Segurança da informação 2,falta de vale transporte
13/12/2006,Segurança da informação 1,motivo de estudo
13/12/2006,Logistica 1,outros motivos
13/12/2006,Jogos digitais 3,mudança de município
13/12/2006,Segurança da informação 2,dificuldades financeiras
13/12/2006,Gestão comercial 1,dificuldades financeiras
13/12/2006,Designer 1,motivo de estudo
13/12/2006,Jogos digitais 1,distância/meio de transporte
13/12/2006,Logistica 1,outros motivos
14/12/2006,Designer 4,falta de vale transporte
14/12/2006,Gestão da Tecnologia da informação 4,falta de vale transporte
14/12/2006,Designer 2,falta de vale transporte
14/12/2006,Segurança da informação 4,motivo de estudo
14/12/2006,Gestão da Tecnologia da informação 3,outros motivos
14/12/2006,Gestão comercial 3,mudança de município
14/12/2006,Análise e desenvolvimento de sistemas 3,dificuldades financeiras
14/12/2006,Gestão da Tecnologia da informação 3,dificuldades financeiras
14/12/2006,Gestão comercial 2,motivo de estudo
14/12/2006,Designer 3,distância/meio de transporte
14/12/2006,Segurança da informação 2,outros motivos
15/12/2006,Segurança da informação 2,falta de vale transporte
15/12/2006,Jogos digitais 3,falta de vale transporte
15/12/2006,Logistica 3,falta de vale transporte
15/12/2006,Análise e desenvolvimento de sistemas 4,motivo de estudo
15/12/2006,Logistica 1,outros motivos
15/12/2006,Gestão comercial 3,mudança de município
15/12/2006,Segurança da informação 1,dificuldades financeiras
15/12/2006,Jogos digitais 1,dificuldades financeiras
15/12/2006,Designer 2,motivo de estudo
15/12/2006,Segurança da informação 4,distância/meio de transporte
15/12/2006,Gestão da Tecnologia da informação 1,outros motivos
16/12/2006,Logistica 3,falta de vale transporte
16/12/2006,Análise e desenvolvimento de sistemas 2,falta de vale transporte
16/12/2006,Jogos digitais 4,falta de vale transporte
16/12/2006,Logistica 4,motivo de estudo
16/12/2006,Jogos digitais 2,outros motivos
16/12/2006,Segurança da informação 2,mudança de município
16/12/2006,Designer 4,dificuldades financeiras
16/12/2006,Gestão comercial 4,dificuldades financeiras
16/12/2006,Designer 4,motivo de estudo
16/12/2006,Análise e desenvolvimento de sistemas 2,distância/meio de transporte
16/12/2006,Designer 4,outros motivos
17/12/2006,Gestão comercial 3,falta de vale transporte
